BubbleSort;4000;39912530
BubbleSort;6000;89269410
BubbleSort;8000;155348050
BubbleSort;10000;244901900
BubbleSort;4000;39808080.056
BubbleSort;6000;89398770.132
BubbleSort;8000;158206460.23
BubbleSort;10000;245920580.372
BubbleSort,4000,3891197,0.057
BubbleSort,6000,9009585,0.122
BubbleSort,8000,15869208,0.231
BubbleSort,10000,24861910,0.352
